item_id,name,category_name,description,taxonomy_levels,search_key,images
e46e6c51-6c79-4060-8e83-79baa5f7adec,Parmegiana de Frango,Campeões de Vendas: até 35% off,"Clássico parmegiana de Frango à milanesa, acompanhada de muçarela derretida e molho de tomate (tomate, vinho branco, erva de provence, pimenta do reino e azeite). (Peso aproximado: 515g)","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PARMEGIANAS']","Parmegiana de Frango Campeões de Vendas: até 35% off Clássico parmegiana de Frango à milanesa, acompanhada de muçarela derretida e molho de tomate (tomate, vinho branco, erva de provence, pimenta do reino e azeite). (Peso aproximado: 515g) ALIMENTOS_PREPARADOS PRATOS PARMEGIANAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/30d7c9e5-df0e-4142-9fbf-04736953ddf5/202403261529_5XJV_i.jpg']
64dbfe11-ead8-45ce-b4a6-bc3e80be56b6,Sensação,Pastéis Doce,Chocolate ao leite com morango,"['OUTROS', 'OUTROS', 'OUTROS']",Sensação Pastéis Doce Chocolate ao leite com morango OUTROS OUTROS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b1e2000f-6d53-4913-b70b-9e911cd742e2/202410181344_7N76_.jpeg']
7edd5916-ccfa-455a-9076-3f719f57d8b8,Mini bolo de Oreo,Bolo no pote,"Nosso mini bolo de Oreo acompanha uma massa deliciosa de chocolate bem molhada, com um creme de Oreo, outra camada de bolo, uma camada de Ninho com bolacha Oreo","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']","Mini bolo de Oreo Bolo no pote Nosso mini bolo de Oreo acompanha uma massa deliciosa de chocolate bem molhada, com um creme de Oreo, outra camada de bolo, uma camada de Ninho com bolacha Oreo ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b1f2263d-901a-4e69-9ed6-dc85e8793bd1/202504111250_UW9V_.jpeg']
77e37f50-b960-46fa-a690-038c92266d51,Espumante Chandon Delice 750ml,Espumantes,Espumante sabor Delice.,"['BEBIDAS', 'VINHOS', 'VINHOS_ESPUMANTES_CAMPAGNE']",Espumante Chandon Delice 750ml Espumantes Espumante sabor Delice. BEBIDAS VINHOS VINHOS_ESPUMANTES_CAMPAGNE,[]
e8c8176e-d392-404b-82ef-d087a622b16d,Catupiry balls G,Porções matadoras de fome <3,"10 unidades das nossas bolinhas de Catupiry empanado , acompanha geléia de pimenta !","['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'BOLINHOS_CROQUETES_RISOLES']","Catupiry balls G Porções matadoras de fome <3 10 unidades das nossas bolinhas de Catupiry empanado , acompanha geléia de pimenta ! ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS BOLINHOS_CROQUETES_RISOLES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b28db80c-7bc6-45c1-a114-d571b1f4e3c3/202501022046_7562_i.jpg']
28277aca-fda8-42dd-9aad-c462434f672d,502 - Calabresa Acebolada,Porções,Acompanha Pão,"['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_SUINOS']",502 - Calabresa Acebolada Porções Acompanha Pão ALIMENTOS_PREPARADOS PRATOS CORTES_SUINOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b2a8094a-cb4c-4f82-8559-5e23ffdd53c4/202012032317_6aS7_.jpeg']
34491cb8-7693-406b-b39e-ec681d611f6d,33 - Tradicional Costela,Tradicionais,"Nosso delicioso gratinado é montado em uma bandeja de isopor de 750ml, levando aproximadamente 900g de recheio em!! O queridinho Costela é composto por pão, salsicha, catchup, maionese, milho, tomate, batata palha, Catupiry, Costela, purê e mussarela ralada e azeitona verde!! Simplesmente Animal!!!


Para quem gosta de sachê de ketchup e maionese solicitar na observação do pedido.","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HOT_DOGS']","33 - Tradicional Costela Tradicionais Nosso delicioso gratinado é montado em uma bandeja de isopor de 750ml, levando aproximadamente 900g de recheio em!! O queridinho Costela é composto por pão, salsicha, catchup, maionese, milho, tomate, batata palha, Catupiry, Costela, purê e mussarela ralada e azeitona verde!! Simplesmente Animal!!!


Para quem gosta de sachê de ketchup e maionese solicitar na observação do pedido. ALIMENTOS_PREPARADOS SANDUICHES HOT_DOGS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b2cc1d5c-7ee5-4a4e-83c4-e45e2bec9eee/202311062316_25MH_i.jpg']
15f6ac5b-2524-40b1-bdc3-6f37a248c591,Harumaki de queijo,Porções,"Nosso harumaki é feito com massa caseira fina e crocante e recheado com muitooo queijo. Crocante, sequinho e de sabor incomparável. Porção com 5 unidades.","['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'OUTROS']","Harumaki de queijo Porções Nosso harumaki é feito com massa caseira fina e crocante e recheado com muitooo queijo. Crocante, sequinho e de sabor incomparável. Porção com 5 unidades. ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS OUTROS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b2ddc7c3-7bd8-4456-92e0-e067c694b0f3/202409091133_QP64_i.jpg']
7b15c6a0-8dbe-4168-bb8a-ba30b1737584,Chocolate c/ recheio Ninho  e Nutella por fora  grande,Bolos especiais e de Festa,"Nossa famosa massa de chocolate, com recheio de Ninho no centro do bolo, e com muita Nutella a verdadeira, por fora e alguns morangos no topo para decorar. Peso médio aproximado 1,5kg, lembrando que, como os bolos são bem artesanais, podem sofrer variações nos pesos para mais ou para menos","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']","Chocolate c/ recheio Ninho  e Nutella por fora  grande Bolos especiais e de Festa Nossa famosa massa de chocolate, com recheio de Ninho no centro do bolo, e com muita Nutella a verdadeira, por fora e alguns morangos no topo para decorar. Peso médio aproximado 1,5kg, lembrando que, como os bolos são bem artesanais, podem sofrer variações nos pesos para mais ou para menos ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b2e328a2-1053-42f2-99e1-9bd5324945b9/202004251056_ZaAX_c.jpg']
b52c5438-97c2-41ae-bae1-f7417a674acb,Refrigerante Guaraná Antarctica Lata 350ml,Bebidas Jantar,Lata 350ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_GUARANA']",Refrigerante Guaraná Antarctica Lata 350ml Bebidas Jantar Lata 350ml BEBIDAS REFRIGERANTES REFRIGERANTE_GUARANA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202302231328_3m8rwoqfyhr.jpg']
95150364-3b6d-49c0-bffe-3b55b881c01c,Picanha a Cavalo,Marmitex,"Picanha com Ovo Frito, Arroz, Feijão e Farofa","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_BOVINOS']","Picanha a Cavalo Marmitex Picanha com Ovo Frito, Arroz, Feijão e Farofa ALIMENTOS_PREPARADOS PRATOS CORTES_BOVINOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b34e7a48-dc67-4963-bc99-9ea581d830ef/202409240715_862A_i.jpg']
e4d9044d-7d35-4abb-8fd8-62944d479082,Nikuman Carne Bovina Longway 400gr,Emporio -  ! Novidades!,"Nikuman bovino com 8 unidades - Item Congelado.
O Nikuman é um típico pãozinho chinês, tem como principal característica sua extrema maciez, recheios saborosíssimos e um rápido processo de preparação.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_BOVINOS']","Nikuman Carne Bovina Longway 400gr Emporio -  ! Novidades! Nikuman bovino com 8 unidades - Item Congelado.
O Nikuman é um típico pãozinho chinês, tem como principal característica sua extrema maciez, recheios saborosíssimos e um rápido processo de preparação. ALIMENTOS_PREPARADOS PRATOS CORTES_BOVINOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b371b04f-1970-491a-b1c7-29b59e6674f2/202103191636_PsQm_.jpeg']
fd27adb9-c4cf-47ef-b740-231325e9d42d,Monte seu combo familia x3,Combo grande,"Escolhe entre 3 tipos de frituras do seu jeitinho podendo escolher x3 do mesmo item =D

Acompanha molho barbecue molho de alho e catchup  ..","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CUSTOMIZAVEIS']","Monte seu combo familia x3 Combo grande Escolhe entre 3 tipos de frituras do seu jeitinho podendo escolher x3 do mesmo item =D

Acompanha molho barbecue molho de alho e catchup  .. ALIMENTOS_PREPARADOS PRATOS CUSTOMIZAVEIS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b3ae0a5c-6ed6-4cbb-9944-01e637d6a56d/202203151342_yZnW_d.jpg']
777e6cd1-7bde-43fb-8895-f79adc292465,Copinho iorgute com amarena,Copinho 250 ml,Sorvete de iogurte meclado com a cereja amarena em calda.,"['ALIMENTOS_PREPARADOS', 'SORVETES_ACAIS_FRUTAS', 'SORVETES']",Copinho iorgute com amarena Copinho 250 ml Sorvete de iogurte meclado com a cereja amarena em calda. ALIMENTOS_PREPARADOS SORVETES_ACAIS_FRUTAS SORVETES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b3e178c9-2fb8-4a4a-a2c4-682891edf5cb/202501201647_2XQ5_i.jpg']
6479da47-a8c0-423c-b2ab-b357e28e8f54,Filé de Frango Grelhado com Calabresa,Marmita,"Arroz, Feijão, Macarrão, Batata frita e Salada de Alface","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_DE_AVES']","Filé de Frango Grelhado com Calabresa Marmita Arroz, Feijão, Macarrão, Batata frita e Salada de Alface ALIMENTOS_PREPARADOS PRATOS CORTES_DE_AVES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b3f3f9c4-a888-43e1-b3af-2c433aaea81f/202501121345_AEVP_.jpeg']
46d1e3d6-e604-4eae-ac65-9bcbe76ac468,Pastel de Palmito c/ queijo e Catupiry,Pastéis Salgados,,"['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'PASTEIS']",Pastel de Palmito c/ queijo e Catupiry Pastéis Salgados ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS PASTEIS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b437c33e-d7a7-4323-844f-394e9c502e16/202502141917_01VU_i.jpg']
6bc65da7-d561-4525-8b9d-80b3eabb4fd7,"Salada (M) Alface, Tomate e Cebola",Salada mista Almoço,"Indulgente 'Salada (M) de Alface e Tomate', uma seleção meticulosamente escolhida da nossa categoria 'Salada Mista'. Esta salada é uma combinação harmoniosa de folhas de alface crocantes, frescas e viçosas, juntamente com tomates suculentos e deliciosamente maduros. Uma opção leve e nutritiva, perfeita para quem busca uma refeição equilibrada e cheia de sabor. Seu paladar será gratificado com essa explosão de frescor, tornando essa salada irresistível.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'SALADAS']","Salada (M) Alface, Tomate e Cebola Salada mista Almoço Indulgente 'Salada (M) de Alface e Tomate', uma seleção meticulosamente escolhida da nossa categoria 'Salada Mista'. Esta salada é uma combinação harmoniosa de folhas de alface crocantes, frescas e viçosas, juntamente com tomates suculentos e deliciosamente maduros. Uma opção leve e nutritiva, perfeita para quem busca uma refeição equilibrada e cheia de sabor. Seu paladar será gratificado com essa explosão de frescor, tornando essa salada irresistível. ALIMENTOS_PREPARADOS PRATOS SALADAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b559b8ac-0fee-49eb-a572-1a67031ce767/202010061606_S83D_.jpeg']
405716f9-8804-40a7-b304-60483aee28f5,Burguer,Smash Burguer - Burguer,"Aprecie nosso delicioso 'Smash Burguer', uma obra-prima culinária que promete encantar o seu paladar. O pão Brioche é tostado à perfeição na manteiga, proporcionando uma textura suave e um sabor inigualável. No coração deste prato, você encontrará nosso irresistível burguer caseiro de 90g, cuidadosamente preparado para garantir um sabor autêntico e uma suculência incomparável. A coroação deste prato é o queijo, derretido até obter a consistência perfeita, completando harmoniosamente este saboroso conjunto. Uma experiência gastronômica verdadeiramente inesquecível.","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","Burguer Smash Burguer - Burguer Aprecie nosso delicioso 'Smash Burguer', uma obra-prima culinária que promete encantar o seu paladar. O pão Brioche é tostado à perfeição na manteiga, proporcionando uma textura suave e um sabor inigualável. No coração deste prato, você encontrará nosso irresistível burguer caseiro de 90g, cuidadosamente preparado para garantir um sabor autêntico e uma suculência incomparável. A coroação deste prato é o queijo, derretido até obter a consistência perfeita, completando harmoniosamente este saboroso conjunto. Uma experiência gastronômica verdadeiramente inesquecível. ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b5d60df2-78fe-4c3a-be86-15e5a1d6207d/202403050029_2O1P_i.jpg']
df6a9970-af3a-416f-b88b-c908d02d8935,Coca Cola Pet Mini 200 Ml -,Bebidas,Garrafa 200ml.,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Coca Cola Pet Mini 200 Ml - Bebidas Garrafa 200ml. BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202410231152_netnb8u8lp.jpeg']
2d137098-844a-4550-887b-f1f57b9fcb35,Tonalizant Grecin 5 Barba/Bigo,Cuidados com o Cabelo,Unidade 1un,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'CUIDADOS_CABELO', 'TONALIZANTES_COLORACAO_TINTURA']",Tonalizant Grecin 5 Barba/Bigo Cuidados com o Cabelo Unidade 1un BELEZA_ESTETICA_HIGIENE_PESSOAL CUIDADOS_CABELO TONALIZANTES_COLORACAO_TINTURA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192354_qibr4ye4mlc.jpg']
61b130ba-26a5-409b-b883-4054900ce7ca,Simeticona - Dimetigass 75mg/ml,Medicamentos,Caixa 15ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Simeticona - Dimetigass 75mg/ml Medicamentos Caixa 15ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192216_0nfzsaxlht8i.jpg']
bdc3026e-7fdb-4a2e-a5aa-1ac1e591c900,Sabonete Líquido Phebo Lima da Pérsia 320ml,Higiene e Beleza,Embalagem 320ml,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_PESSOAL', 'SABONETES']",Sabonete Líquido Phebo Lima da Pérsia 320ml Higiene e Beleza Embalagem 320ml BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_PESSOAL SABONETES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210180712_leyg7y90v3.jpg']
bb73bd61-5c12-48ca-a23e-2f1ce81770ab,Combo Familia 4 x salada l+ calabresa+fritas+refri 2 lts,20% a 30% Somente hoje!!!,04 Xsalada 1+ calabresa + fritas +Refrigerante diversos 2 litros,"['ALIMENTOS_PREPARADOS', 'PRATOS', 'OUTROS']",Combo Familia 4 x salada l+ calabresa+fritas+refri 2 lts 20% a 30% Somente hoje!!! 04 Xsalada 1+ calabresa + fritas +Refrigerante diversos 2 litros ALIMENTOS_PREPARADOS PRATOS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b67ec5ed-5896-4571-bff2-9a3ec9cccac8/202108100013_62X6_i.jpg']
9afa7450-7199-472b-9cf3-d321ba6b8a8b,Fraldinha na Mostarda Djon,Especiais do Estação - Almoço,"Fraldinha com Mostarda Djon, acompanha batatas murro e arroz branco#Fraldinha #MostardaDjon #BatatasMurro #ArrozBranco #CulináriaBrasileira #ComidaCaseira #Delícia #FoodLovers #Gastronomia #PratoTipico","['ALIMENTOS_PREPARADOS', 'PRATOS', 'CORTES_BOVINOS']","Fraldinha na Mostarda Djon Especiais do Estação - Almoço Fraldinha com Mostarda Djon, acompanha batatas murro e arroz branco#Fraldinha #MostardaDjon #BatatasMurro #ArrozBranco #CulináriaBrasileira #ComidaCaseira #Delícia #FoodLovers #Gastronomia #PratoTipico ALIMENTOS_PREPARADOS PRATOS CORTES_BOVINOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b694ad34-f6fe-4a83-9a5c-dbdf1534297b/202204190648_C58J_i.jpg']
b4993078-3ef8-4888-ba43-1f3186e1cb4b,Coca-Cola Sem Açúcar 2l,Adicione sua bebida,,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Coca-Cola Sem Açúcar 2l Adicione sua bebida BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202311061852_stntc0t7ev.jpg']
a24d8ae4-99a6-487e-ba2b-f120291d1a47,Buquê Flores do Campo!,Dia da Mulher,"Esse lindo buquê com mix de flores do campo traz consigo a felicidade em cada detalhe!!!

Entrega de flores em Campinas com toda a comodidade e segurança do ifood.","['JARDIM_FLORICULTURA', 'FLORICULTURA', 'BUQUE_DE_FLOR']","Buquê Flores do Campo! Dia da Mulher Esse lindo buquê com mix de flores do campo traz consigo a felicidade em cada detalhe!!!

Entrega de flores em Campinas com toda a comodidade e segurança do ifood. JARDIM_FLORICULTURA FLORICULTURA BUQUE_DE_FLOR",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b6d3f482-763b-480a-88c7-f373e3399d92/202504031215_RSSU_i.jpg']
ef561065-83ba-4a14-bbe0-cca497dc48cb,"Frango Parmegiana & Purê + Coca Pet + R$ 18,99 leve outra marmitex",Segunda Marmita Sai Com Desconto,Marmita com delicioso filé de frango parmegiana (empanado na massa crocante coberto com molho de tomates e queijo) acompanhado de arroz branco e purê de batatas inglesas. Acompanha refrigerante pet Coca Cola bem gelado. Marmita indicada para 01 pessoa.,"['ALIMENTOS_PREPARADOS', 'PRATOS', 'PARMEGIANAS']","Frango Parmegiana & Purê + Coca Pet + R$ 18,99 leve outra marmitex Segunda Marmita Sai Com Desconto Marmita com delicioso filé de frango parmegiana (empanado na massa crocante coberto com molho de tomates e queijo) acompanhado de arroz branco e purê de batatas inglesas. Acompanha refrigerante pet Coca Cola bem gelado. Marmita indicada para 01 pessoa. ALIMENTOS_PREPARADOS PRATOS PARMEGIANAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/b6d62c4c-4a65-4055-84ed-eda4c1e56c01/202501201957_61H2_i.jpg']
0ac0b4bd-8de2-412c-93a3-963202a2c41a,"Rinosoro Jet Xt 0,9% Hypera Caixa com 100ml",Medicamentos,Caixa 100ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']","Rinosoro Jet Xt 0,9% Hypera Caixa com 100ml Medicamentos Caixa 100ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192216_5quzljwy4m.jpg']
1abfaa36-b93e-44b6-ae28-7acb03aec95b,Dipimed Dipirona 500mg Gotas 20ml,Medicamentos,Caixa 20ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Dipimed Dipirona 500mg Gotas 20ml Medicamentos Caixa 20ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192218_yvet5jf01u.jpg']
486f5c61-4487-471d-a0b6-b5bffbae49b6,Buscopan Pediátrico 1 Frasco com 20ml  + Seringa Dosadora,Medicamentos,Caixa 20ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Buscopan Pediátrico 1 Frasco com 20ml  + Seringa Dosadora Medicamentos Caixa 20ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407271521_xokbhfjnldl.jpeg']
6060c57a-5fc5-44fb-aa8c-2c558a2ad031,Paracetamol 200mg Green Pharma com 15ml,Medicamentos,Caixa 15ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Paracetamol 200mg Green Pharma com 15ml Medicamentos Caixa 15ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190140_wpz7yw12rg.jpg']
73e7f3d0-0423-42b2-b8df-de400287a2eb,Omeprazol Medley com 7 Capsulas 40mg,Medicamentos,Unidade 7cps,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Omeprazol Medley com 7 Capsulas 40mg Medicamentos Unidade 7cps SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190020_1upvfrfkxxy.jpg']
80af4e3b-c043-4728-81b6-5838104bcd01,Hidratante Corporal Tentadora com Óleo de Amêndoas  Paixão 200ml,Higiene e Beleza,Embalagem 200ml,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'CUIDADOS_PELE', 'HIDRATANTE']",Hidratante Corporal Tentadora com Óleo de Amêndoas  Paixão 200ml Higiene e Beleza Embalagem 200ml BELEZA_ESTETICA_HIGIENE_PESSOAL CUIDADOS_PELE HIDRATANTE,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202307241507_c3ipsw4kdp8.jpg']
9bca24b2-9ac1-46eb-97ad-b77415fe9943,Ciclobenzaprina 5mg Cimed 30 Comprimidos,Medicamentos,Caixa 30cpr,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Ciclobenzaprina 5mg Cimed 30 Comprimidos Medicamentos Caixa 30cpr SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202307041141_ewa3a2z5lca.jpg']
cea1bd5e-e8e2-47f4-98c6-1ee6bc90dc1e,Creatina Monohidratada Dux 300g,Suplementos e Vitaminas,Embalagem 300g,"['OUTROS', 'OUTROS', 'OUTROS']",Creatina Monohidratada Dux 300g Suplementos e Vitaminas Embalagem 300g OUTROS OUTROS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202410301201_1rj4374byh5.png']
e601d405-b0bb-4d95-aad1-0d9c94dea5ab,Ácido Acetilsalicílico 100mg Ems 30 Comprimidos,Medicamentos,Caixa 30cpr#Caixa #30cpr #Medication #Health #Pharmacy #Medicamento #Saúde,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Ácido Acetilsalicílico 100mg Ems 30 Comprimidos Medicamentos Caixa 30cpr#Caixa #30cpr #Medication #Health #Pharmacy #Medicamento #Saúde SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192326_app3dc7i1i.jpg']
f99f3b1b-1f8d-4982-9fab-f2e3f79450b7,Leite Em Pó Fórmula Infantil Fases 1+ Ninho 800g,Mamãe e Bebê,,"['BEBE', 'NUTRICAO_INFANTIL', 'FORMULA_INFANTIL']",Leite Em Pó Fórmula Infantil Fases 1+ Ninho 800g Mamãe e Bebê BEBE NUTRICAO_INFANTIL FORMULA_INFANTIL,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202411231244_b7ft0gfimx5.jpeg']
9dda8400-e0f6-4cc2-b3e8-d8a5f3b68bb2,Fubá com Goiabada,Bolos Caseirinhos,Bolo caseiro,"['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']",Fubá com Goiabada Bolos Caseirinhos Bolo caseiro ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b6f9b608-b261-40df-a145-86a040735edc/202406051814_D65H_i.jpg']
e02eb742-9012-4b00-9f23-6866dfeb50b8,Leite tirol,Marcearia,Leite 1 litro,"['BEBIDAS', 'LEITES', 'LEITE_TRADICIONAL']",Leite tirol Marcearia Leite 1 litro BEBIDAS LEITES LEITE_TRADICIONAL,['https://static.ifood-static.com.br/image/upload/t_low/pratos/b70477d9-78f3-4699-afc6-93d1d0d78062/202410251132_326C_i.jpg']
14d7eedf-f2b2-4fbd-8fe0-a2dbb11cb9b6,Suplemento Whey 100% Avelã Pouchshark Pro 900g,Suplementos e Vitaminas,,"['SAUDE_E_BEM_ESTAR', 'SUPLEMENTOS_VITAMINAS', 'SUPLEMENTOS']",Suplemento Whey 100% Avelã Pouchshark Pro 900g Suplementos e Vitaminas SAUDE_E_BEM_ESTAR SUPLEMENTOS_VITAMINAS SUPLEMENTOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202408071512_6dqm2y8o186.png']
5bef4f57-95f4-4a6a-8166-cf68543f0a19,"Ciclo 21 0,15mg + 0,03mg União Química 21cpr",Medicamentos,,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']","Ciclo 21 0,15mg + 0,03mg União Química 21cpr Medicamentos SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407291544_0qb0y54q97g.png']
8a3b187f-3fa1-4065-9795-de28bf6b4bef,Escova de Dente Colgate Slim Soft Black 2 Unid,Higiene e Beleza,,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_BUCAL', 'ESCOVA_DENTAL']",Escova de Dente Colgate Slim Soft Black 2 Unid Higiene e Beleza BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_BUCAL ESCOVA_DENTAL,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202504091159_iawtcsb22sb.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202504091159_ehga9l72sgo.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202503071345_0kn1o6znaspp.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202504091159_5oo1bc82tm.jpeg']"
ab6d29e8-a5ed-4193-996c-c6b2a73accc7,"Bala Mastigável Mint Mentos 37,5g",Conveniência,"Embalagem 37,5g","['BOMBONIERE', 'BALAS_GOMAS', 'BALAS']","Bala Mastigável Mint Mentos 37,5g Conveniência Embalagem 37,5g BOMBONIERE BALAS_GOMAS BALAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202310171215_5jnhg50udiv.jpg']
